Feature,Mean_Healthy,SD_Healthy,N_Healthy,Mean_Sick,SD_Sick,N_Sick,Mean_Treated,SD_Treated,N_Treated,p_ANOVA,p_Healthy_vs_Sick,p_Sick_vs_Treated,InjuryChange,TreatmentEffect,FinalEffect,EffectSize_Benefit,EffectSize_Harm
Mean angle at peak - tail - tail 3 std,2.86142489525535,1.80485846703469,20,1.67584805248437,1.51463369283909,20,3.64994451372739,2.26737511385192,20,0.00632612499367724,0.155598650703431,0.575557463740222,0,0,No effect,NaN,NaN
Mean angle at peak - tail - tail 4 (°),17.8195570084984,5.82893136991617,20,18.3303215217392,6.94637626300962,20,22.9092881384369,7.2422266616403,20,0.0368490950576273,1,0.0587348215721836,0,0,No effect,NaN,NaN
Mean angle at peak - tail - tail 4 std,4.94669797066455,2.95017602540718,20,4.71155493561149,3.12616605393483,20,5.94051408338672,3.07467599347813,20,0.406642388135192,1,0.922104832478857,0,0,No effect,NaN,NaN
Mean angle at touchdown - rforelimb - shoulder (°),37.3259267723134,5.29455235395606,20,37.1709146729719,3.58531661684512,20,36.0990779879008,3.14233179369242,20,0.592887562242988,1,1,0,0,No effect,NaN,NaN
Mean angle at touchdown - rforelimb - shoulder std,3.74082638144641,2.49111780908292,20,3.63795678189481,2.15041193595304,20,2.81716305178449,1.28997098120433,20,0.299775916880542,1,0.473431922319937,0,0,No effect,NaN,NaN
Mean angle at touchdown - rforelimb - elbow (°),130.497270105625,6.19603076144585,20,130.047285094878,5.80120185295279,20,132.897795872219,4.63709061555732,20,0.230436300189678,1,0.538109674624301,0,0,No effect,NaN,NaN
Mean angle at touchdown - rforelimb - elbow std,5.35599568861563,4.11720999762711,20,4.01163935059054,1.78481146347463,20,3.36700500600902,1.2672499213652,20,0.0666100559545885,0.359524560732541,0.0690402587310221,0,0,No effect,NaN,NaN
Mean angle at touchdown - rforelimb - wrist (°),145.324234032587,7.80070588849096,20,151.300536641979,7.74738943355504,20,153.647829464183,6.45351095510928,20,0.00224712969463401,0.0386576722953856,0.00215742204373227,1,1,Worsening,NaN,2.347292822204
Mean angle at touchdown - rforelimb - wrist std,9.95442017098214,5.68672516338579,20,7.03247902035399,4.52713535460235,20,6.83821662137953,3.66177716960404,20,0.0717291464122216,0.162398604158312,0.121297603706431,0,0,No effect,NaN,NaN
Mean angle at touchdown - rforelimb - lForepaw (°),99.8380182685591,19.2322121367879,20,71.867241656795,13.6544860528302,20,79.787139076845,14.4717882626462,20,2.54367347749404e-06,2.44628181141231e-06,0.000613838103941666,1,1,Restoration,7.91989742005002,NaN
Mean angle at touchdown - rforelimb - lForepaw std,19.3235286005615,9.15505242563405,20,10.3332838038933,5.70488005874714,20,11.6027739946974,5.29239915595603,20,0.000213455618322271,0.000399994808095516,0.00257228436425924,1,1,Restoration,1.26949019080412,NaN
Mean angle at touchdown - rhindlimb - hip (°),128.456914180682,4.10424619468537,20,129.29703236359,3.15300983944196,20,130.240517486852,2.29634655715617,20,0.233994699535997,1,0.269641391649949,0,0,No effect,NaN,NaN
Mean angle at touchdown - rhindlimb - hip std,4.0330195930642,3.19077628774214,20,2.0609469181382,1.01910549341127,20,1.95370590037086,0.924703289577762,20,0.00222655245279491,0.00879846906457937,0.0053603198884429,1,1,Worsening,NaN,0.107241017767342
Mean angle at touchdown - rhindlimb - knee (°),90.8415880984028,2.0714863799917,20,90.406225191151,2.66397007772214,20,90.1112446447717,1.54165237368191,20,0.558530195380573,1,0.856431027761906,0,0,No effect,NaN,NaN
Mean angle at touchdown - rhindlimb - knee std,1.72064076282657,1.2804447531095,20,1.33980500447404,0.617804257989631,20,1.32026643536252,0.7653657141601,20,0.316892695299913,0.604821042557082,0.539279322442848,0,0,No effect,NaN,NaN
Mean angle at touchdown - rhindlimb - ankle (°),65.3556116142238,3.90612965911094,20,67.8251652232875,3.06146024681559,20,66.107943272836,3.44966470799361,20,0.0806899889949664,0.0874435328934922,1,0,0,No effect,NaN,NaN
Mean angle at touchdown - rhindlimb - ankle std,4.81283411757274,2.77140366937156,20,2.26623273511282,1.69861646861801,20,2.31854960609397,1.14932743464947,20,0.000114021714936352,0.00047631065123044,0.000626419989990085,1,1,Restoration,0.0523168709811466,NaN
Mean angle at touchdown - rhindlimb - lHindpaw (°),153.073338128494,4.95983127071413,20,149.017785270767,3.82116737371331,20,152.87926017557,4.01068911983995,20,0.00563662277002679,0.0124300310333342,1,1,0,No effect,NaN,NaN
Mean angle at touchdown - rhindlimb - lHindpaw std,4.66527366016796,2.18825140950464,20,3.49620304209827,2.30682515329595,20,3.48806625618963,2.09089315669445,20,0.158809688836797,0.29374629153314,0.286968932262378,0,0,No effect,NaN,NaN
Mean angle at touchdown - rhindlimb - lHindfingers (°),175.424836287224,1.29750575883511,20,173.898488315785,1.17047568092001,20,174.352201098056,0.995711266279093,20,0.000368115446032105,0.000328881956919949,0.0149692937449044,1,1,Restoration,0.453712782271026,NaN
Mean angle at touchdown - rhindlimb - lHindfingers std,1.52473231768247,0.902737558235129,20,1.69190759246804,0.842500542917206,20,1.36209109578026,0.586049386258879,20,0.423018905003897,1,1,0,0,No effect,NaN,NaN
Mean angle at touchdown - spine - head (°),42.9375042454916,3.71069257056742,20,39.342724934742,4.62754835558199,20,41.1321085856334,2.99354294304894,20,0.0168421043702296,0.0132999467751732,0.42654303216475,1,0,No effect,NaN,NaN
Mean angle at touchdown - spine - head std,3.32124603151598,2.23788458523019,20,3.75731400426329,1.96455334644096,20,3.41388048811871,1.73463102124406,20,0.76689441038585,1,1,0,0,No effect,NaN,NaN
Mean angle at touchdown - spine - spine 1 (°),153.169329955921,3.5715834093074,20,155.78089661532,4.70926810200901,20,156.316133710159,4.27382745479382,20,0.0483011660080993,0.164261554345854,0.0646742328919048,0,0,No effect,NaN,NaN
Mean angle at touchdown - spine - spine 1 std,3.7891934251999,2.01024455755918,20,4.47287164712515,2.05071969784438,20,4.13789586280708,1.79730357610475,20,0.546331935614742,0.820950526993409,1,0,0,No effect,NaN,NaN
Mean angle at touchdown - spine - spine 2 (°),173.456349992693,2.39023311184549,20,173.395644024873,4.05100725494542,20,172.98513163517,4.39747759768008,20,0.909436509891581,1,1,0,0,No effect,NaN,NaN
Mean angle at touchdown - spine - spine 2 std,3.19444963841258,1.55390779391129,20,3.21070704559585,2.26950586132259,20,3.0344189841179,1.53301962353517,20,0.944235654575742,1,1,0,0,No effect,NaN,NaN
Mean angle at touchdown - spine - spine 3 (°),149.966692979945,3.2741289158856,20,149.987966688251,2.85698081101265,20,149.068245446629,3.60181641905793,20,0.597853379543066,1,1,0,0,No effect,NaN,NaN
Mean angle at touchdown - spine - spine 3 std,3.54179366516353,1.74805799816319,20,2.86971544272168,1.4099529366109,20,2.74362450058456,1.44397942071805,20,0.221146953531937,0.520111061082906,0.32118381530832,0,0,No effect,NaN,NaN
Mean angle at touchdown - spine - spine 4 (°),166.933119327922,1.93175714566877,20,165.707938716317,2.02291225913058,20,164.265850265506,2.58454768048941,20,0.00141862105734347,0.250263089335479,0.000945396734907067,0,1,No effect,NaN,NaN
Mean angle at touchdown - spine - spine 4 std,1.61893392034774,0.744866077391852,20,2.08016392615797,0.901379577271549,20,1.51686016131421,0.925517378533965,20,0.0970840068799404,0.287152989232595,1,0,0,No effect,NaN,NaN
Mean angle at touchdown - spine - base (°),32.4621369408842,3.51041180407302,20,33.2938083651038,3.93701521026067,20,35.5906271186846,4.59710889983707,20,0.0474066169821441,1,0.0522694754744985,0,0,No effect,NaN,NaN
Mean angle at touchdown - spine - base std,4.3215563694386,1.76034849253534,20,3.32579026113703,1.59290892755911,20,2.92083192775932,1.50201815216724,20,0.0247397220146109,0.171472757594171,0.025169052207176,0,1,No effect,NaN,NaN
Mean angle at touchdown - tail - base (°),7.37067030451821,4.08463883479058,20,7.39850592150859,2.85660335651762,20,6.38824983980218,2.89551903067812,20,0.553408444571784,1,1,0,0,No effect,NaN,NaN
Mean angle at touchdown - tail - base std,2.78409137375078,1.88505782009543,20,2.21966987333195,1.61845035336457,20,2.54018677597873,2.05612532852519,20,0.632187085850821,1,1,0,0,No effect,NaN,NaN
Mean angle at touchdown - tail - tail 1 (°),175.314227358165,1.56330085153813,20,176.110620774594,1.26372312207664,20,176.183156721186,1.67945486890431,20,0.140404844878638,0.304051512402208,0.223462531448186,0,0,No effect,NaN,NaN
Mean angle at touchdown - tail - tail 1 std,1.89616779427234,0.918459964327125,20,1.13361183568827,0.716172576239777,20,1.13773002652774,0.73876116232124,20,0.00403866595699771,0.0110709583625502,0.0115973589194045,1,1,Restoration,0.00411819083947229,NaN
Mean angle at touchdown - tail - tail 2 (°),167.721469116462,3.58017801117204,20,166.531805623212,3.14333603919588,20,166.09817541089,4.74456839574348,20,0.397554621294095,1,0.57400575835796,0,0,No effect,NaN,NaN
Mean angle at touchdown - tail - tail 2 std,3.03746181451899,1.38502404930837,20,2.54699750780125,1.50569244430479,20,2.34592565212506,1.35810784380879,20,0.291690803847683,0.83567935401909,0.385466706399357,0,0,No effect,NaN,NaN
Mean angle at touchdown - tail - tail 3 (°),171.293699107085,3.92211163573818,20,171.133970378439,4.08372931086181,20,168.747433837092,5.00142141841445,20,0.127205926515178,1,0.210236879205415,0,0,No effect,NaN,NaN
Mean angle at touchdown - tail - tail 3 std,2.86499094542883,2.05673409507014,20,2.25203580198562,1.41862360601132,20,3.29273654809788,1.90574612294729,20,0.198709168096978,0.869540368579894,1,0,0,No effect,NaN,NaN
Mean angle at touchdown - tail - tail 4 (°),16.6684626400341,4.55106258723721,20,18.7099658501157,6.45148309799992,20,23.0294914328667,6.87776697594925,20,0.00521323864027692,0.870200976018031,0.00461759371922424,0,1,No effect,NaN,NaN
Mean angle at touchdown - tail - tail 4 std,4.74355036440972,2.8507321830204,20,5.1109565770363,2.7536965776666,20,5.63120046662227,2.59725595917035,20,0.590589570314215,1,0.927691388311953,0,0,No effect,NaN,NaN
Mean angle during stance - rforelimb - shoulder (°),1.10499375674073,0.055760938095578,20,1.14928185126122,0.0452999349647285,20,1.1026295965304,0.0426400663534447,20,0.00454998319683963,0.015719012623086,1,1,0,No effect,NaN,NaN
Mean angle during stance - rforelimb - shoulder std,0.0427237444383267,0.0189776116186104,20,0.0485418561114217,0.0308287170052786,20,0.0386265085936545,0.019318806699231,20,0.418458121057445,1,1,0,0,No effect,NaN,NaN
Mean angle during stance - rforelimb - elbow (°),1.77354183259187,0.0623728557890765,20,1.78291143505473,0.0696967381881714,20,1.76085873730439,0.0506006550123532,20,0.525906176887286,1,1,0,0,No effect,NaN,NaN
Mean angle during stance - rforelimb - elbow std,0.0541159011831993,0.0359729539003195,20,0.0500395976747262,0.0257043965576629,20,0.0484398566121036,0.0245828489299244,20,0.818631701073198,1,1,0,0,No effect,NaN,NaN
Mean angle during stance - rforelimb - wrist (°),2.73913036539531,0.0496921873045624,20,2.75132269662606,0.0517011718211805,20,2.69691662514076,0.0555770841021053,20,0.00453082461155831,1,0.0406120051959116,0,1,No effect,NaN,NaN
Mean angle during stance - rforelimb - wrist std,0.0549621145669882,0.0302496314703348,20,0.0514914461671677,0.0335359562780492,20,0.0465932430635248,0.0238403558078081,20,0.667745467717232,1,1,0,0,No effect,NaN,NaN
Mean angle during stance - rforelimb - lForepaw (°),2.42555157406239,0.119494743046891,20,2.47899486681387,0.12767024306798,20,2.41382104477355,0.134332898097188,20,0.23418086115868,0.568925619915387,1,0,0,No effect,NaN,NaN
Mean angle during stance - rforelimb - lForepaw std,0.109387487869228,0.0498863833383191,20,0.100965267759257,0.0469474626269506,20,0.1072399773797,0.0657833591746405,20,0.880630786810355,1,1,0,0,No effect,NaN,NaN
Mean angle during stance - rhindlimb - hip (°),1.68883434796153,0.0627797169966952,20,1.68921047313212,0.059459690788264,20,1.70969789694089,0.0548120094334606,20,0.44733432178496,1,0.807049200915815,0,0,No effect,NaN,NaN
Mean angle during stance - rhindlimb - hip std,0.0566617934987479,0.0446821372888681,20,0.0477195653508518,0.0262399926204277,20,0.0514653139128699,0.0282037507118538,20,0.707836241220161,1,1,0,0,No effect,NaN,NaN
Mean angle during stance - rhindlimb - knee (°),1.61640463295284,0.0208569928998427,20,1.61316441164438,0.0562574999241323,20,1.59111937264828,0.0482364835319034,20,0.156487446821162,1,0.231957559265129,0,0,No effect,NaN,NaN
Mean angle during stance - rhindlimb - knee std,0.0303582813606554,0.0145033240158692,20,0.0347858828134616,0.0162948378272403,20,0.0258514412009464,0.012775690225358,20,0.162904487559008,1,0.99889281318991,0,0,No effect,NaN,NaN
Mean angle during stance - rhindlimb - ankle (°),1.19603571454901,0.0633517760787454,20,1.21832537939404,0.0590884242989936,20,1.18357573402548,0.0682233603359419,20,0.225428197675204,0.818628407119847,1,0,0,No effect,NaN,NaN
Mean angle during stance - rhindlimb - ankle std,0.0771209579748749,0.0362602564398762,20,0.0562631700408324,0.0323112144655438,20,0.0624614809462694,0.0234368074650446,20,0.102911122171639,0.115517542006223,0.426055044325141,0,0,No effect,NaN,NaN
Mean angle during stance - rhindlimb - lHindpaw (°),2.546079754534,0.0677741092384908,20,2.44877422523921,0.0532423927159782,20,2.50663649375497,0.0525929702401473,20,1.06006907676691e-05,6.32219143689724e-06,0.110011895282888,1,0,No effect,NaN,NaN
Mean angle during stance - rhindlimb - lHindpaw std,0.0797023914151917,0.0338101066475772,20,0.0570038343385563,0.0245382568413268,20,0.0557372893191834,0.0253265039678205,20,0.0144049476420843,0.040994430077525,0.0283064633071735,1,1,Worsening,NaN,0.00126654501937296
Mean angle during stance - rhindlimb - lHindfingers (°),2.69204722490312,0.0704075471301705,20,2.74719766147954,0.0699373114724394,20,2.72769332560067,0.0926198299727201,20,0.0872305529746838,0.09010584479599,0.467459241910026,0,0,No effect,NaN,NaN
Mean angle during stance - rhindlimb - lHindfingers std,0.058489670504883,0.0381606145682793,20,0.0358205105868206,0.0184913845085641,20,0.0441912676043431,0.0248344577926313,20,0.0454611561030316,0.0429487089710196,0.349624730006286,1,0,No effect,NaN,NaN
Mean angle during stance - spine - head (°),0.737337781760185,0.0648628645817503,20,0.683311065328094,0.0650198582894776,20,0.710415849434296,0.0439330869264923,20,0.0194673806849461,0.0155873892187422,0.458963337739465,1,0,No effect,NaN,NaN
Mean angle during stance - spine - head std,0.0483532524276946,0.0321184108642792,20,0.0581346523630648,0.0321651089136785,20,0.0492932148399726,0.0331336935098017,20,0.578707614917468,1,1,0,0,No effect,NaN,NaN
Mean angle during stance - spine - spine 1 (°),2.6588949563205,0.0625703653319731,20,2.70015860156354,0.0703952743700156,20,2.70143698453981,0.0598280769425,20,0.0677833372557177,0.142503818831015,0.123744673089905,0,0,No effect,NaN,NaN
Mean angle during stance - spine - spine 1 std,0.0598327837044432,0.0353203246824081,20,0.0740770967915193,0.0350114083823558,20,0.060368756194335,0.0259041984532725,20,0.295981047475674,0.508577815614065,1,0,0,No effect,NaN,NaN
Mean angle during stance - spine - spine 2 (°),3.04225781571834,0.0347107349836957,20,3.03330707477185,0.0596758008862413,20,3.04527656069417,0.0554241143194626,20,0.74445707693052,1,1,0,0,No effect,NaN,NaN
Mean angle during stance - spine - spine 2 std,0.0439038799693157,0.0329712688376575,20,0.0439796216799298,0.0346740316079639,20,0.0371877121088313,0.0229052424381952,20,0.724401142835707,1,1,0,0,No effect,NaN,NaN
Mean angle during stance - spine - spine 3 (°),2.66760784540576,0.0733155273801034,20,2.67658402398726,0.0556379870685031,20,2.6555438414455,0.065174770013605,20,0.593892635800117,1,1,0,0,No effect,NaN,NaN
Mean angle during stance - spine - spine 3 std,0.0739973226893353,0.0375431036151039,20,0.06491203330024,0.0282663783537877,20,0.0619213914788417,0.0230398208753268,20,0.42595372988679,1,0.634392248545653,0,0,No effect,NaN,NaN
Mean angle during stance - spine - spine 4 (°),2.90597540854927,0.0357891420538378,20,2.87643728197802,0.0350947282323802,20,2.85787929044919,0.0422189594047289,20,0.000730454351608111,0.0497497534621551,0.000518994173845044,1,1,Worsening,NaN,0.0185579915288265
Mean angle during stance - spine - spine 4 std,0.0303363797516852,0.0150487264384804,20,0.0356749293684906,0.0179522271736476,20,0.0303365878966409,0.017048506826473,20,0.511160783936743,0.95135618516799,1,0,0,No effect,NaN,NaN
Mean angle during stance - spine - base (°),0.53348732049842,0.0681004214474642,20,0.543611956335029,0.0653611915526708,20,0.577073332708004,0.0726816891046556,20,0.120157714667562,1,0.149518367061516,0,0,No effect,NaN,NaN
Mean angle during stance - spine - base std,0.0688473076051543,0.0354823208627443,20,0.0606176461753435,0.0263883304733356,20,0.0506389995606507,0.0201406962692986,20,0.130261964938201,1,0.134167803179498,0,0,No effect,NaN,NaN
Mean angle during stance - tail - base (°),0.127597169686311,0.0726761083710753,20,0.127428194688088,0.0412265570461023,20,0.106515369719556,0.043260221364117,20,0.375661556461754,1,0.674343103588296,0,0,No effect,NaN,NaN
Mean angle during stance - tail - base std,0.0438413708123456,0.0310341124302434,20,0.0365676372534623,0.0192441728463274,20,0.0388694965443669,0.0288608018762302,20,0.683703152136995,1,1,0,0,No effect,NaN,NaN
Mean angle during stance - tail - tail 1 (°),3.05099152049793,0.0232598128941854,20,3.06923139690503,0.0216466855924223,20,3.06645395809196,0.0306179221052663,20,0.0589602638269445,0.0821732523421465,0.179860980430465,0,0,No effect,NaN,NaN
Mean angle during stance - tail - tail 1 std,0.0299616036970681,0.0152318237784664,20,0.0169917059392829,0.0151384591698701,20,0.0210837253488103,0.0141399369841597,20,0.023891967939931,0.0231019085787189,0.191062922317059,1,0,No effect,NaN,NaN
