Feature,Mean Healthy Left C,SD Healthy Left C,Mean Sick Left E,SD Sick Left E,Number of samples in Healthy Left C,Number of samples in Sick Left E,p-value Healthy Left C vs Sick Left E,Significance,Statistical Test,feature,change value,change_effect_size,direction
Mean phase velocity - rhindlimb - lHindpaw (rad/s),0.028545521169187172,0.1000877633766204,0.03564257178149108,0.06347378706835623,10,10,0.16842898062732334,n.s.,Circular,Mean phase velocity - rhindlimb - lHindpaw (rad/s),0.0331125903511784,0.21238683424876598,towards_healthy
Mean phase velocity - rhindlimb - lHindpaw std,0.20254504663363382,0.09654147990412891,0.15620055420973286,0.09238756693969377,10,10,0.8953639800021009,n.s.,Levene,Mean phase velocity - rhindlimb - lHindpaw std,-0.02591211144185232,-0.21482692560211988,away_from_healthy
Mean phase velocity - spine - head (rad/s),-0.0008134428947141302,0.05965145723164047,-0.018325515821648368,0.04110189118868292,10,10,0.4562817070755807,n.s.,Circular,Mean phase velocity - spine - head (rad/s),-0.00296224219487189,-0.08914009881057047,away_from_healthy
Mean phase velocity - spine - head std,0.042972328051125094,0.021149487818111365,0.04672042174055021,0.03184341598212799,10,10,0.3950936778154842,n.s.,Levene,Mean phase velocity - spine - head std,-0.010633847389979072,-0.5658774936201562,away_from_healthy
Mean phase velocity - spine - spine 1 (rad/s),0.008522015447724868,0.023153637092898038,-0.003954484265810171,0.022983591969600117,10,10,0.24217949358746885,n.s.,Circular,Mean phase velocity - spine - spine 1 (rad/s),0.00042543051140313953,0.014676059684708623,towards_healthy
Mean phase velocity - spine - spine 1 std,0.048884361894938874,0.036248417420000366,0.02694856719444576,0.011932294909607502,10,10,0.076326803448837,n.s.,Levene,Mean phase velocity - spine - spine 1 std,0.0022295825465271056,0.11543016762589947,towards_healthy
Mean phase velocity - spine - spine 2 (rad/s),0.0028263841382619504,0.03842732837364487,0.010570897729922129,0.02211234990370508,10,10,0.3374176975176115,n.s.,Circular,Mean phase velocity - spine - spine 2 (rad/s),0.0003079160423794178,0.01354303108132446,towards_healthy
Mean phase velocity - spine - spine 2 std,0.043488621308032584,0.03393960964459074,0.0329854226604817,0.019505066253549263,10,10,0.4065029220174783,n.s.,Levene,Mean phase velocity - spine - spine 2 std,0.004177940143149574,0.16812554541249775,towards_healthy
Mean phase velocity - spine - spine 3 (rad/s),-0.0010193316210005095,0.03880410428762338,-0.0012443441497806094,0.023242905763526427,10,10,0.17796042518382502,n.s.,Circular,Mean phase velocity - spine - spine 3 (rad/s),-0.004420841370960819,-0.16946664329806477,away_from_healthy
Mean phase velocity - spine - spine 3 std,0.06149394857225097,0.05014036313718463,0.048922902524484946,0.023810118481294277,10,10,0.17213246559609174,n.s.,Levene,Mean phase velocity - spine - spine 3 std,-0.0031293435775923,-0.09099091622241783,away_from_healthy
Mean phase velocity - spine - spine 4 (rad/s),-0.0050983804294022885,0.037005715978410104,0.0027432864181451714,0.028521683964439694,10,10,0.25711098322306586,n.s.,Circular,Mean phase velocity - spine - spine 4 (rad/s),0.0008545568400658531,0.027865205356116942,towards_healthy
Mean phase velocity - spine - spine 4 std,0.05557660884205662,0.06115218132598444,0.046672064014521314,0.03056980842527834,10,10,0.6763164248647517,n.s.,Levene,Mean phase velocity - spine - spine 4 std,0.0010622959255178824,0.02656171761856362,towards_healthy
Mean phase velocity - tail - base (rad/s),0.05149969793174991,0.04240424075927506,0.06359137167733758,0.015468164721892599,10,10,0.4118535135326,n.s.,Circular,Mean phase velocity - tail - base (rad/s),0.0015904421337233562,0.023927736135932496,towards_healthy
Mean phase velocity - tail - base std,0.07800550147166811,0.04859394482906029,0.061620594133638,0.02976437804349385,10,10,0.24938361741092796,n.s.,Levene,Mean phase velocity - tail - base std,-0.0027327341442305933,-0.06763535869882333,away_from_healthy
Mean phase velocity - tail - tail 1 (rad/s),-0.030712711140995358,0.1901332909901178,0.17485894554172934,0.3867857806572462,10,10,0.11012611250375778,n.s.,Circular,Mean phase velocity - tail - tail 1 (rad/s),-0.00783559030960572,-0.03120479552580578,away_from_healthy
Mean phase velocity - tail - tail 1 std,0.357202856398228,0.3239642734706379,0.4604799524347311,0.26260483057664014,10,10,0.973740683099042,n.s.,Levene,Mean phase velocity - tail - tail 1 std,-0.03117238830313579,-0.13707488232133783,away_from_healthy
Mean phase velocity - tail - tail 2 (rad/s),-0.824649622938672,0.5392279910605792,-0.9303877713322783,0.4136105838108616,10,10,0.4355425868443197,n.s.,Circular,Mean phase velocity - tail - tail 2 (rad/s),-0.07350437071954774,-0.13062885313464795,away_from_healthy
Mean phase velocity - tail - tail 2 std,0.7454286091961249,0.3309712344172664,0.6605292037157342,0.31219332314516207,10,10,0.9779772108787176,n.s.,Levene,Mean phase velocity - tail - tail 2 std,0.005324616507367708,0.016442137997676864,towards_healthy
Mean phase velocity - tail - tail 3 (rad/s),-0.4258971160036138,0.19886431913751232,-0.0426278392452827,0.32153918777931023,10,10,0.005144156450290291,**,Circular,Mean phase velocity - tail - tail 3 (rad/s),-0.2974310158259137,-0.4702323929955607,away_from_healthy
Mean phase velocity - tail - tail 3 std,0.38605832869006895,0.28148490992938446,0.9144539693725114,0.3659704681200017,10,10,0.2373060155841681,n.s.,Levene,Mean phase velocity - tail - tail 3 std,0.08495048793152349,0.1188338172341856,towards_healthy
Mean phase velocity at peak - rforelimb - elbow (rad/s),-9.806118564451387,1.8400583775922459,-9.633854464843505,0.6108280714047887,10,10,0.028079462036798848,*,Circular,Mean phase velocity at peak - rforelimb - elbow (rad/s),-1.3181079477997049,-0.7670502067633763,away_from_healthy
Mean phase velocity at peak - rforelimb - elbow std,2.740706083158091,1.6014850834225562,1.4138984192502293,0.7804124858837447,10,10,0.09852269006923181,n.s.,Levene,Mean phase velocity at peak - rforelimb - elbow std,-0.4550518259208527,-0.38312150215319196,away_from_healthy
Mean phase velocity at peak - rforelimb - shoulder (rad/s),-7.248605840676481,1.5473661618382561,-7.017731949258698,1.9139443852723708,10,10,0.07682785426712879,n.s.,Circular,Mean phase velocity at peak - rforelimb - shoulder (rad/s),-0.8305760623521827,-0.41993831295367773,away_from_healthy
Mean phase velocity at peak - rforelimb - shoulder std,2.641300371651792,1.3083187255795943,2.1623872040863077,0.5418862075768484,10,10,0.09519087214109698,n.s.,Levene,Mean phase velocity at peak - rforelimb - shoulder std,-0.33387195318536955,-0.396981336755415,away_from_healthy
Mean phase velocity at peak - rforelimb - wrist (rad/s),-2.678130092410822,2.6463523219440264,-5.900391865986563,4.726261236427062,10,10,0.017635115659225264,*,Circular,Mean phase velocity at peak - rforelimb - wrist (rad/s),-0.2648902076682864,-0.08340822398503052,away_from_healthy
Mean phase velocity at peak - rforelimb - wrist std,3.7253990369167496,1.6737072074728028,3.5631165268785407,2.3155815121801733,10,10,0.5629123503911007,n.s.,Levene,Mean phase velocity at peak - rforelimb - wrist std,-0.3702764545060293,-0.25065006644411236,away_from_healthy
Mean phase velocity at peak - rhindlimb - ankle (rad/s),26.429749525105997,6.5543884909758505,23.418465016021933,6.615544108931049,10,10,0.18039684560854702,n.s.,Circular,Mean phase velocity at peak - rhindlimb - ankle (rad/s),-0.7854339028858845,-0.12103886563995794,away_from_healthy
Mean phase velocity at peak - rhindlimb - ankle std,10.088457138496668,2.7012183398017515,4.454734906557091,3.371255234118769,10,10,0.9810104316880781,n.s.,Levene,Mean phase velocity at peak - rhindlimb - ankle std,-0.7321646860154223,-0.21893248479665559,away_from_healthy
Mean phase velocity at peak - rhindlimb - hip (rad/s),9.895821120834627,2.507895430123229,12.02058457516273,2.090322748193871,10,10,0.38044745035548666,n.s.,Circular,Mean phase velocity at peak - rhindlimb - hip (rad/s),1.839463678919918,0.7566108450476332,towards_healthy
Mean phase velocity at peak - rhindlimb - hip std,4.240102126767493,1.3595741668383503,2.4666089961267086,1.2688290664902173,10,10,0.5610443464931798,n.s.,Levene,Mean phase velocity at peak - rhindlimb - hip std,-0.09740707025073458,-0.07209599659541834,away_from_healthy
Mean phase velocity at peak - rhindlimb - knee (rad/s),6.532617568565314,2.661820021118221,9.794566001723897,2.1307966801306115,10,10,0.5586662534672842,n.s.,Circular,Mean phase velocity at peak - rhindlimb - knee (rad/s),0.06019932477969192,0.01875471616163719,towards_healthy
Mean phase velocity at peak - rhindlimb - knee std,3.6166812177534617,1.3656602593438119,2.9297539438144455,0.816724732169982,10,10,0.02988745753197152,*,Levene,Mean phase velocity at peak - rhindlimb - knee std,0.29918663737878193,0.15092809579690694,towards_healthy
Mean phase velocity at peak - rhindlimb - lHindpaw (rad/s),16.460171325354455,5.184182802560073,21.502445830823827,9.061449412117028,10,10,0.06423181684546414,n.s.,Circular,Mean phase velocity at peak - rhindlimb - lHindpaw (rad/s),1.1802475492302555,0.1365247669648569,towards_healthy
Mean phase velocity at peak - rhindlimb - lHindpaw std,9.433846706697329,4.0017903313964185,5.5046498582870695,3.2797378117273874,10,10,0.33159941641571494,n.s.,Levene,Mean phase velocity at peak - rhindlimb - lHindpaw std,-1.5010723754136226,-0.37361536766944825,away_from_healthy
Mean phase velocity at peak - spine - head (rad/s),0.08698520004063807,0.5922502934946424,0.18205908048318437,0.33757381306655854,10,10,0.2291921756182149,n.s.,Circular,Mean phase velocity at peak - spine - head (rad/s),0.17969525620942386,0.2919268631995694,towards_healthy
Mean phase velocity at peak - spine - head std,0.798245637695738,0.3095520403389552,0.7314405331566901,0.397394614589004,10,10,0.6775244522964755,n.s.,Levene,Mean phase velocity at peak - spine - head std,0.08666965505955027,0.24207942062148044,towards_healthy
Mean phase velocity at peak - spine - spine 1 (rad/s),0.5147213411639999,1.2546747153173885,0.15141371092364495,1.4119527481003245,10,10,0.6991428210321671,n.s.,Circular,Mean phase velocity at peak - spine - spine 1 (rad/s),-0.06355802586227438,-0.049727400322504264,away_from_healthy
Mean phase velocity at peak - spine - spine 1 std,1.1823899375195026,0.43226934691734675,0.9069035065722618,0.6381212004141386,10,10,0.4379905986836474,n.s.,Levene,Mean phase velocity at peak - spine - spine 1 std,-0.045730045705680844,-0.0744201596803029,away_from_healthy
Mean phase velocity at peak - spine - spine 2 (rad/s),0.2713083493060834,0.4921610938941977,0.5152063032489825,0.5489539425021692,10,10,0.35887110373101727,n.s.,Circular,Mean phase velocity at peak - spine - spine 2 (rad/s),0.0943108936556929,0.1081915263203028,towards_healthy
Mean phase velocity at peak - spine - spine 2 std,0.8330936239839438,0.2209766441053444,0.6762940123050174,0.454023616793163,10,10,0.2829048404080239,n.s.,Levene,Mean phase velocity at peak - spine - spine 2 std,0.36782197677636574,0.8854765739688999,towards_healthy
Mean phase velocity at peak - spine - spine 3 (rad/s),-0.10031878875925138,0.6084967072461064,1.1957683005780129,0.31489558899295694,10,10,0.00014665262397192718,***,Circular,Mean phase velocity at peak - spine - spine 3 (rad/s),-0.4532684905875455,-0.5240017627123922,away_from_healthy
Mean phase velocity at peak - spine - spine 3 std,0.8945443694078898,0.423260567776584,0.7774766042434926,0.44043386472059615,10,10,0.799451590097138,n.s.,Levene,Mean phase velocity at peak - spine - spine 3 std,-0.2473824609864732,-0.4489881362890014,away_from_healthy
Mean phase velocity at peak - spine - spine 4 (rad/s),-0.15426141836422952,0.8721314373069718,0.6761066552031971,0.7809829471599505,10,10,0.05439624613043374,n.s.,Circular,Mean phase velocity at peak - spine - spine 4 (rad/s),-0.7072116853942232,-0.8581009861275506,away_from_healthy
Mean phase velocity at peak - spine - spine 4 std,1.1580762259966764,0.5901762630710526,0.9279417578333955,0.350430651767315,10,10,0.44389053725866556,n.s.,Levene,Mean phase velocity at peak - spine - spine 4 std,-0.14152006130979822,-0.19827800872590845,away_from_healthy
Mean phase velocity at peak - tail - base (rad/s),-0.21468106098414524,0.6474675124578984,0.0857168432550129,1.0499656973550662,10,10,0.17705210195010918,n.s.,Circular,Mean phase velocity at peak - tail - base (rad/s),-0.273036724411127,-0.3215670932689179,away_from_healthy
Mean phase velocity at peak - tail - base std,0.8898820794637204,0.463958577392848,1.1291891564181795,0.562161349572567,10,10,0.5413807664835489,n.s.,Levene,Mean phase velocity at peak - tail - base std,-0.27063955616245083,-0.572106639185536,away_from_healthy
Mean phase velocity at peak - tail - tail 1 (rad/s),-0.16725552937625743,0.5890686918244048,-0.5146732352907839,0.9684974004584657,10,10,0.38031843238216745,n.s.,Circular,Mean phase velocity at peak - tail - tail 1 (rad/s),-0.05788351984925333,-0.09381252752403307,away_from_healthy
Mean phase velocity at peak - tail - tail 1 std,1.1882132145031359,0.6668785636975362,0.9654011408911893,0.43991044771288873,10,10,0.5874898945622637,n.s.,Levene,Mean phase velocity at peak - tail - tail 1 std,0.10382336325323771,0.17478241170195497,towards_healthy
Mean phase velocity at peak - tail - tail 2 (rad/s),-0.44562487676903445,0.6193881804813401,-0.8767297052258399,1.042257070167088,10,10,0.07179821208214651,n.s.,Circular,Mean phase velocity at peak - tail - tail 2 (rad/s),-0.36517547707386055,-0.2850124659614379,away_from_healthy
Mean phase velocity at peak - tail - tail 2 std,0.9217849094615513,0.7627662606928263,0.9327854261602498,0.6292807408547101,10,10,0.6128589298825541,n.s.,Levene,Mean phase velocity at peak - tail - tail 2 std,-0.48107209783961336,-0.8432851655150718,away_from_healthy
Mean phase velocity at peak - tail - tail 3 (rad/s),0.2260531164509035,1.093492091540635,-1.240607847153567,1.6914212392717094,10,10,0.11743758077679024,n.s.,Circular,Mean phase velocity at peak - tail - tail 3 (rad/s),-0.09566695423771976,-0.05216109670217341,away_from_healthy
Mean phase velocity at peak - tail - tail 3 std,1.519542711629441,0.6656907894231546,1.2196205913170712,0.8648285801088155,10,10,0.5457248323873876,n.s.,Levene,Mean phase velocity at peak - tail - tail 3 std,-0.21643015766568396,-0.3167241276226084,away_from_healthy
Mean phase velocity at stance - rforelimb - elbow (rad/s),17.020232249365513,11.518262663409345,18.58291660662216,9.336095951621969,10,10,0.18134147717043397,n.s.,Circular,Mean phase velocity at stance - rforelimb - elbow (rad/s),3.26205001749981,0.4109717595509474,towards_healthy
Mean phase velocity at stance - rforelimb - elbow std,11.485098148626994,16.539995499343224,4.832709422270084,2.481658405322955,10,10,0.3187232407904399,n.s.,Levene,Mean phase velocity at stance - rforelimb - elbow std,-1.724335334993767,-0.418912638000885,away_from_healthy
Mean phase velocity at stance - rforelimb - shoulder (rad/s),6.39182999861637,7.5097975955042395,3.467579954764775,2.652509665398377,10,10,0.2890318545430909,n.s.,Circular,Mean phase velocity at stance - rforelimb - shoulder (rad/s),1.499113750070085,0.4502732749739606,towards_healthy
Mean phase velocity at stance - rforelimb - shoulder std,6.121819869916886,12.078888033723045,1.228210302526349,0.8438366457872933,10,10,0.31739591505853987,n.s.,Levene,Mean phase velocity at stance - rforelimb - shoulder std,0.6738365670157025,0.35336983234159713,towards_healthy
Mean phase velocity at stance - rforelimb - wrist (rad/s),-15.376313516255902,17.706363520717826,-19.929208646990045,21.20771124192448,10,10,0.31022087597143067,n.s.,Circular,Mean phase velocity at stance - rforelimb - wrist (rad/s),12.750643499316094,0.7237515654327508,towards_healthy
Mean phase velocity at stance - rforelimb - wrist std,19.15384791714481,12.756462044836738,13.9561040809496,6.494930995095451,10,10,0.27825044365669843,n.s.,Levene,Mean phase velocity at stance - rforelimb - wrist std,3.2570186198761135,0.2559003177688374,towards_healthy
