Feature,Statistical Test,Global p-value,Global significance,Mean Healthy Left B,SD Healthy Left B,Number of samples in Healthy Left B,Mean Sick Left C,SD Sick Left C,Number of samples in Sick Left C,Mean Sick Left E,SD Sick Left E,Number of samples in Sick Left E,p-value Healthy Left B vs Sick Left C,Significance Healthy Left B vs Sick Left C,p-value Healthy Left B vs Sick Left E,Significance Healthy Left B vs Sick Left E,p-value Sick Left C vs Sick Left E,Significance Sick Left C vs Sick Left E,feature,change value,change_effect_size,direction
Mean step jerk X at stance - spine 2 std,Levene,0.6014319940698281,n.s.,827.2173163017236,1054.7452927788668,10,426.8194568265541,441.86971796768495,10,618.9709163025901,868.8956159567091,10,0.9330308085403051,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at stance - spine 2 std,192.15145947603605,0.23762852149078223,towards_healthy
Mean step jerk X at stance - spine 3 (m/s^3),Kruskal-Wallis,0.5975969734541673,n.s.,259.98331697824966,749.436476402355,10,-38.10972899319189,228.24806586592075,10,127.25790946673135,462.97347844178375,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at stance - spine 3 (m/s^3),165.36763845992323,0.298516944172516,towards_healthy
Mean step jerk X at stance - spine 3 std,Levene,0.39439074325295886,n.s.,655.5099351340563,735.2669507939954,10,272.4566874164902,198.1692418204974,10,472.13736512060206,625.2943880603032,10,0.4477940423649085,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at stance - spine 3 std,199.68067770411187,0.37083334427083997,towards_healthy
Mean step jerk X at stance - spine 4 (m/s^3),Kruskal-Wallis,0.19198796702844498,n.s.,239.17105563345666,462.90882529447987,10,-93.81555706749452,232.93468481491487,10,57.79824169238285,411.02372972901816,10,0.2139754038281032,n.s.,0.8242341676050068,n.s.,1.0,n.s.,Mean step jerk X at stance - spine 4 (m/s^3),151.61379875987737,0.4137582719863077,towards_healthy
Mean step jerk X at stance - spine 4 std,Levene,0.2584875407198759,n.s.,494.9027283688521,459.3189999958082,10,336.70818999526125,143.10503791742846,10,399.9261402970701,389.8260848918683,10,0.21882900892001433,n.s.,1.0,n.s.,0.733034548027161,n.s.,Mean step jerk X at stance - spine 4 std,63.217950301808855,0.1858334995698691,towards_healthy
Mean step jerk X at stance - wrist (m/s^3),Kruskal-Wallis,0.3422348558743667,n.s.,243.48705871708404,1522.2114932339782,10,-709.4780056832792,858.199678719067,10,-353.22479445691766,1215.8177231251566,10,0.4430177632689162,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at stance - wrist (m/s^3),356.2532112263615,0.2883136852985452,towards_healthy
Mean step jerk X at stance - wrist std,Levene,0.9072296777255904,n.s.,1398.486233619256,853.0484517310621,10,957.7590088777208,665.3326365868429,10,1117.1891305472468,942.6385394352011,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at stance - wrist std,159.430121669526,0.20841347393746765,towards_healthy
Mean step jerk X at swing - ankle (m/s^3),ANOVA,0.005105128081610349,**,525.9229432298456,236.9489386106366,10,131.84732905172368,314.68745112846256,10,190.14389498779525,234.51044340655946,10,0.016129201211827125,*,0.015384138440952894,*,1.0,n.s.,Mean step jerk X at swing - ankle (m/s^3),58.296565936071545,0.20929068730599845,towards_healthy
Mean step jerk X at swing - ankle std,Levene,0.5053358346521533,n.s.,432.7628779785697,303.5933977192113,10,418.30065648806385,256.5163985814028,10,331.2027094713758,188.0777546644683,10,1.0,n.s.,0.8565300414836493,n.s.,0.9744022565575983,n.s.,Mean step jerk X at swing - ankle std,-87.09794701668807,-0.3099103909610759,away_from_healthy
Mean step jerk X at swing - base (m/s^3),ANOVA,0.18001902668895456,n.s.,44.47525761467756,290.9540998145168,10,-114.90239928373748,166.14700126093626,10,32.727639537136255,131.0924072969622,10,0.44959316869426846,n.s.,1.0,n.s.,0.1218858607002915,n.s.,Mean step jerk X at swing - base (m/s^3),147.63003882087372,0.623130381334395,towards_healthy
Mean step jerk X at swing - base std,Levene,0.6277214241564791,n.s.,271.2383692310146,120.83753159662557,10,158.17163737770483,98.623735955523,10,221.82010963451594,99.1726148852933,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at swing - base std,63.64847225681112,0.577094122334056,towards_healthy
Mean step jerk X at swing - elbow (m/s^3),ANOVA,0.1649070183193405,n.s.,-114.82513439590593,261.50404111693933,10,8.375573844619172,251.34745448729788,10,102.55830841427785,230.94623101634429,10,0.8908773139235822,n.s.,0.19313485836220695,n.s.,1.0,n.s.,Mean step jerk X at swing - elbow (m/s^3),-94.18273456965869,-0.3672184691794124,away_from_healthy
Mean step jerk X at swing - elbow std,Levene,0.5266751764242248,n.s.,557.6824550507564,264.5766137330376,10,216.80953059348502,137.185368379013,10,357.07508364026273,220.6770877883152,10,0.8427440663653967,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at swing - elbow std,140.2655530467777,0.6655936207860002,towards_healthy
Mean step jerk X at swing - head (m/s^3),ANOVA,0.8719738062202811,n.s.,-56.52481407120143,264.5260774952293,10,-89.98953468236385,157.39027621971042,10,-106.82681972959362,219.30813239319878,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at swing - head (m/s^3),-16.83728504722977,-0.07735835130401832,away_from_healthy
Mean step jerk X at swing - head std,Levene,0.8270844584200033,n.s.,250.17888930930764,139.74002837875673,10,272.6767042456748,100.4760123040361,10,201.3397493227998,90.0526667473827,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at swing - head std,-26.341325050140682,-0.21644136373056658,away_from_healthy
Mean step jerk X at swing - hip (m/s^3),Kruskal-Wallis,0.15043960840412166,n.s.,72.25313249383926,178.1288255206821,10,75.80751802788627,187.713237943692,10,-26.627086918645784,248.06203713106623,10,1.0,n.s.,0.22621068861379007,n.s.,0.34590675846048835,n.s.,Mean step jerk X at swing - hip (m/s^3),-95.32583387843803,-0.5209523284886789,away_from_healthy
Mean step jerk X at swing - hip std,Levene,0.7858864343624677,n.s.,370.8639379253606,178.9188144757798,10,248.3533771074176,168.675448193694,10,282.4419072939361,140.09122172469026,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at swing - hip std,34.08853018651848,0.19605466226074306,towards_healthy
Mean step jerk X at swing - knee (m/s^3),ANOVA,0.006570571357453081,**,482.24255915288416,386.82726086568226,10,89.32245857705774,233.98807787524532,10,69.43126922330967,250.37493456985115,10,0.03965267896691771,*,0.03307961200919104,*,1.0,n.s.,Mean step jerk X at swing - knee (m/s^3),-19.891189353748132,-0.06222292784943205,away_from_healthy
Mean step jerk X at swing - knee std,Levene,0.42329756858430445,n.s.,454.59239955095234,290.8024189092392,10,300.29859360437774,309.84620577777156,10,240.79570722180262,136.37972466537272,10,1.0,n.s.,0.37949996663144037,n.s.,0.9388402833333724,n.s.,Mean step jerk X at swing - knee std,-59.50288638257513,-0.19802926173231303,away_from_healthy
Mean step jerk X at swing - lForepaw (m/s^3),ANOVA,0.4973793972760097,n.s.,7.471246133969686,236.2497121348375,10,133.65380025166795,210.87501676319582,10,132.18908611957292,345.39991001580705,10,0.6712312744597151,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at swing - lForepaw (m/s^3),1.4647141320950254,0.006541177661394842,towards_healthy
Mean step jerk X at swing - lForepaw std,Levene,0.19083626890740896,n.s.,421.2152873560608,279.04395089035705,10,265.23797851815436,121.32847735632906,10,373.3835654013973,265.19691078641983,10,0.595931353442337,n.s.,1.0,n.s.,0.11106548161948926,n.s.,Mean step jerk X at swing - lForepaw std,108.14558688324291,0.5026328205473406,towards_healthy
Mean step jerk X at swing - lHindfingers (m/s^3),Kruskal-Wallis,0.6069220960718893,n.s.,1029.6660354562878,405.98006041647125,10,820.1261404312227,714.1682849086849,10,921.1185516101023,315.5337411059137,10,0.9656413614077873,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at swing - lHindfingers (m/s^3),100.99241117887959,0.17385938310918023,towards_healthy
Mean step jerk X at swing - lHindfingers std,Levene,0.19130083340154447,n.s.,760.9728893178279,522.5191575194104,10,457.33310715008656,216.94094051681054,10,501.7629732280069,185.9047906031687,10,0.5971740865329904,n.s.,0.46683404324690037,n.s.,1.0,n.s.,Mean step jerk X at swing - lHindfingers std,44.42986607792034,0.1110591107815125,towards_healthy
Mean step jerk X at swing - lHindpaw (m/s^3),ANOVA,0.3995864240521233,n.s.,917.2892417799054,412.5586137772107,10,653.5826240176568,546.3449603291544,10,753.9286586486869,302.0387803621381,10,0.71676297004894,n.s.,0.9771648441727853,n.s.,1.0,n.s.,Mean step jerk X at swing - lHindpaw (m/s^3),100.34603463103008,0.20728550264917756,towards_healthy
Mean step jerk X at swing - lHindpaw std,Levene,0.24311166427282194,n.s.,642.1604404042313,267.6018994429923,10,466.2716399780303,254.901464716447,10,312.8840529923606,132.75999656853094,10,1.0,n.s.,1.0,n.s.,0.08506053680579419,n.s.,Mean step jerk X at swing - lHindpaw std,-153.3875869856697,-0.5869523717898599,away_from_healthy
Mean step jerk X at swing - shoulder (m/s^3),ANOVA,0.478113141751957,n.s.,-97.78420405571823,228.51165960524295,10,36.6971710371869,354.2269481053439,10,38.18781581473431,251.85095115048756,10,0.9792541783506502,n.s.,0.6666457643429946,n.s.,1.0,n.s.,Mean step jerk X at swing - shoulder (m/s^3),-1.490644777547402,-0.005000948714812668,away_from_healthy
Mean step jerk X at swing - shoulder std,Levene,0.09731161086057503,n.s.,412.7830951930517,206.00666523503824,10,279.1963610655165,101.43546518284263,10,286.97986200049746,142.81086720646798,10,0.18702293076991372,n.s.,1.0,n.s.,0.2808910163709669,n.s.,Mean step jerk X at swing - shoulder std,7.783500934980964,0.04793687769486075,towards_healthy
Mean step jerk X at swing - spine 1 (m/s^3),ANOVA,0.873882766289381,n.s.,-93.43303381053762,185.14484489720073,10,-76.49261128785245,277.89868414366134,10,-128.79256935711618,214.87421815625092,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at swing - spine 1 (m/s^3),-18.419113023893388,-0.07800708029442067,away_from_healthy
Mean step jerk X at swing - spine 1 std,Levene,0.6779398113992826,n.s.,388.3518714745222,160.71041369237247,10,306.4862739618919,124.52770922507821,10,340.95321902671606,132.06686214403558,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at swing - spine 1 std,34.46694506482413,0.23975014848836443,towards_healthy
Mean step jerk X at swing - spine 2 (m/s^3),ANOVA,0.17402017465697028,n.s.,-21.218578948228462,217.6155127325816,10,29.114145117661167,305.7180671391636,10,-177.46802053589397,213.65915473171142,10,1.0,n.s.,0.3677453938891853,n.s.,0.29064702534935005,n.s.,Mean step jerk X at swing - spine 2 (m/s^3),-105.91671752177587,-0.39916023250086463,away_from_healthy
Mean step jerk X at swing - spine 2 std,Levene,0.9445842538812902,n.s.,282.27333423377416,133.07167941527126,10,271.9502768408934,144.24230220887256,10,299.9067455350836,124.52128470276742,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at swing - spine 2 std,-7.310353908428681,-0.05267985542247438,away_from_healthy
Mean step jerk X at swing - spine 3 (m/s^3),Kruskal-Wallis,0.2838370881433039,n.s.,-1.7551535739994506,394.5441224094887,10,-38.6545524830659,162.09823957544376,10,-142.21372201214484,235.56753748017766,10,1.0,n.s.,0.5597028576354413,n.s.,0.4647292513611847,n.s.,Mean step jerk X at swing - spine 3 (m/s^3),-103.55916952907894,-0.3433510524896796,away_from_healthy
Mean step jerk X at swing - spine 3 std,Levene,0.44559866637067297,n.s.,506.111188308462,252.81344736661646,10,488.7494056996369,451.13595987446246,10,338.9648849101135,166.1583996270384,10,1.0,n.s.,0.9703411969505289,n.s.,0.8311430570607938,n.s.,Mean step jerk X at swing - spine 3 std,-149.7845207895234,-0.40960960881197217,away_from_healthy
Mean step jerk X at swing - spine 4 (m/s^3),ANOVA,0.1716810973783831,n.s.,92.97843178267296,349.20546186845405,10,-232.3255185373783,512.7024436724674,10,-103.72454272266471,207.37146481650214,10,0.34373344918384363,n.s.,0.42904140042689853,n.s.,1.0,n.s.,Mean step jerk X at swing - spine 4 (m/s^3),128.60097581471356,0.2931818455979886,towards_healthy
Mean step jerk X at swing - spine 4 std,Levene,0.1479054012835321,n.s.,458.0505944603466,330.60867149016747,10,487.6122085930864,210.61271637467723,10,267.8911993022484,87.00667859083849,10,0.876756947344958,n.s.,0.18419125324936364,n.s.,1.0,n.s.,Mean step jerk X at swing - spine 4 std,-160.59778102535836,-0.5793945320674077,away_from_healthy
Mean step jerk X at swing - wrist (m/s^3),ANOVA,0.7401243558959736,n.s.,68.21668643156059,304.162017302363,10,102.78143079096871,211.8948789774435,10,161.20544154519732,283.4946451923442,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at swing - wrist (m/s^3),-58.424010754228604,-0.22289017130017721,away_from_healthy
Mean step jerk X at swing - wrist std,Levene,0.6596813867418634,n.s.,342.7874005739671,206.7246469624496,10,274.5891177454698,138.46820450090527,10,338.434533874943,199.77281988977023,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at swing - wrist std,63.845416129473165,0.36288540141398407,towards_healthy
Mean step jerk X at touchdown - ankle (m/s^3),Kruskal-Wallis,0.3343777721019954,n.s.,314.0915209442239,3702.163210690512,10,1395.59362913336,422.0452350183945,10,465.1654576311315,2323.868666680649,10,0.9656413614077883,n.s.,1.0,n.s.,0.4430177632689165,n.s.,Mean step jerk X at touchdown - ankle (m/s^3),930.4281715022285,0.35313311175351253,towards_healthy
Mean step jerk X at touchdown - ankle std,Levene,0.6452442752644587,n.s.,1666.4384551651856,3224.720981909178,10,518.2492873648116,238.2268499342705,10,1457.135493327373,3287.547333399566,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - ankle std,938.8862059625615,0.4106330915159223,towards_healthy
Mean step jerk X at touchdown - base (m/s^3),Kruskal-Wallis,0.8869204367171535,n.s.,-1208.198390270099,3490.5921289177427,10,-91.58388785130768,125.242398104625,10,-765.004252036521,2305.382440674958,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - base (m/s^3),673.4203641852133,0.272660839966712,towards_healthy
Mean step jerk X at touchdown - base std,Levene,0.6383610264297263,n.s.,1279.5527800361656,3295.260858895017,10,189.92562081815603,141.66208007619204,10,1175.2448370578013,2999.0499343917613,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - base std,985.3192162396454,0.42247518935567707,towards_healthy
Mean step jerk X at touchdown - elbow (m/s^3),Kruskal-Wallis,0.19879445629913187,n.s.,-1092.6869101278833,4060.4370359638015,10,-54.718865820633866,466.9945682248812,10,-890.2971384290331,2558.70461519432,10,1.0,n.s.,0.22621068861379018,n.s.,0.7912121737715999,n.s.,Mean step jerk X at touchdown - elbow (m/s^3),835.5782726083992,0.2891184917565312,towards_healthy
Mean step jerk X at touchdown - elbow std,Levene,0.5775639668842407,n.s.,1676.8995470297655,3589.017524945117,10,400.98617494068225,168.62620730956843,10,1517.553481713106,3535.647293707123,10,0.9221160454237064,n.s.,1.0,n.s.,0.9009985067234088,n.s.,Mean step jerk X at touchdown - elbow std,1116.5673067724238,0.43948646452001566,towards_healthy
Mean step jerk X at touchdown - head (m/s^3),Kruskal-Wallis,0.7030986537482229,n.s.,-1463.329710032927,4441.735869675301,10,-56.535330264062544,165.39681182855685,10,-970.4860967209204,2975.3131088926334,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - head (m/s^3),913.9507664568578,0.2907931578333502,towards_healthy
Mean step jerk X at touchdown - head std,Levene,0.5948108120274671,n.s.,1579.3097314556376,4390.56903801719,10,198.54893875787576,84.57900951210871,10,1465.766002029219,3981.6135790602148,10,0.9342484326096914,n.s.,1.0,n.s.,0.9863951428254747,n.s.,Mean step jerk X at touchdown - head std,1267.2170632713432,0.4080981560627216,towards_healthy
Mean step jerk X at touchdown - hip (m/s^3),Kruskal-Wallis,0.49626502950145535,n.s.,-1300.3115505247424,3779.4493179372553,10,4.604749426889481,83.17121810271642,10,-811.0054288933459,2391.9986116563277,10,0.7591143494842642,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - hip (m/s^3),815.6101783202353,0.305115293083379,towards_healthy
Mean step jerk X at touchdown - hip std,Levene,0.6059753508592126,n.s.,1421.5349031608996,3533.096610236826,10,285.68074467696533,96.45871259541529,10,1229.767565482993,3309.2317086191347,10,0.9820941308294584,n.s.,1.0,n.s.,0.9746804210915991,n.s.,Mean step jerk X at touchdown - hip std,944.0868208060276,0.3777544812634072,towards_healthy
Mean step jerk X at touchdown - knee (m/s^3),Kruskal-Wallis,0.462863733344516,n.s.,-381.69259898067776,3940.4686106719323,10,864.0523270913487,371.1523838416148,10,57.301284536129586,2425.6455446432965,10,0.7591143494842648,n.s.,1.0,n.s.,0.9656413614077877,n.s.,Mean step jerk X at touchdown - knee (m/s^3),806.7510425552191,0.28826285426234255,towards_healthy
Mean step jerk X at touchdown - knee std,Levene,0.660202695508707,n.s.,1509.240329132023,3436.8404345549984,10,392.0468806492432,251.27598610061878,10,1391.1237858500758,3368.10059482014,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - knee std,999.0769052008327,0.4100123071177149,towards_healthy
Mean step jerk X at touchdown - lForepaw (m/s^3),Kruskal-Wallis,0.95337978882787,n.s.,-804.5276063071133,4023.862113088421,10,-498.1078556486412,2040.9032946995262,10,-456.61202897499925,2717.1915667673143,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - lForepaw (m/s^3),-41.49582667364194,-0.013006641495902057,away_from_healthy
Mean step jerk X at touchdown - lForepaw std,Levene,0.6351113537691786,n.s.,2038.661593361346,3233.2563705029434,10,1198.0596243701052,732.3720339948139,10,2226.5757761380078,3408.6860153314046,10,1.0,n.s.,1.0,n.s.,0.9609461177307499,n.s.,Mean step jerk X at touchdown - lForepaw std,652.6877862145789,0.2784295994408609,towards_healthy
Mean step jerk X at touchdown - lHindfingers (m/s^3),Kruskal-Wallis,0.1310392916470127,n.s.,138.4275602880466,3886.485674811156,10,1663.26821727323,431.398735439535,10,476.15543110347096,2536.1124010508825,10,0.38252499147174873,n.s.,1.0,n.s.,0.1703394704230703,n.s.,Mean step jerk X at touchdown - lHindfingers (m/s^3),1187.1127861697591,0.4293295691393976,towards_healthy
Mean step jerk X at touchdown - lHindfingers std,Levene,0.6033781055079026,n.s.,1835.8183841935156,3402.4786274996377,10,485.0306531027083,270.68600145853753,10,1577.6297582153788,3470.7484601417227,10,0.8841527001546057,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - lHindfingers std,1092.5991051126705,0.4526999228046188,towards_healthy
Mean step jerk X at touchdown - lHindpaw (m/s^3),Kruskal-Wallis,0.06856315415427794,n.s.,156.20296819132176,3921.4903189670376,10,1727.8264183737342,381.699808167166,10,543.5738947386945,2401.562326088285,10,0.21397540382810337,n.s.,1.0,n.s.,0.09254999831062484,n.s.,Mean step jerk X at touchdown - lHindpaw (m/s^3),1184.2525236350396,0.42507010483217067,towards_healthy
Mean step jerk X at touchdown - lHindpaw std,Levene,0.6908554185185197,n.s.,1732.6026801346204,3257.15745703041,10,552.5457151201937,399.6659842289993,10,1560.1323857040659,3366.3875695325687,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - lHindpaw std,1007.5866705838721,0.43422377890157354,towards_healthy
Mean step jerk X at touchdown - shoulder (m/s^3),Kruskal-Wallis,0.8040735642792886,n.s.,-1273.5447484599415,4039.177219485851,10,-73.6645662740757,266.1400772235624,10,-898.7330455671197,2616.9280219563548,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - shoulder (m/s^3),825.068479293044,0.2882513779257418,towards_healthy
Mean step jerk X at touchdown - shoulder std,Levene,0.5944315957176989,n.s.,1486.0769049564044,3870.598230250437,10,365.32143847571945,86.03903478227926,10,1462.1741876960573,3624.174179673308,10,0.9503974942551594,n.s.,1.0,n.s.,0.953333282290624,n.s.,Mean step jerk X at touchdown - shoulder std,1096.8527492203377,0.40066182174114423,towards_healthy
Mean step jerk X at touchdown - spine 1 (m/s^3),Kruskal-Wallis,0.6790253796134018,n.s.,-1386.9407383094801,3998.9574515946433,10,-63.58349489519916,233.47480129968193,10,-851.0760933021845,2715.860858933519,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - spine 1 (m/s^3),787.4925984069853,0.2780198264553441,towards_healthy
Mean step jerk X at touchdown - spine 1 std,Levene,0.6120477711199768,n.s.,1530.247668674908,3920.801825174504,10,382.4519770853072,187.20286830629894,10,1630.247916254574,3628.691809674239,10,0.9651867958817586,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - spine 1 std,1047.795444009935,0.37750451269134766,towards_healthy
Mean step jerk X at touchdown - spine 2 (m/s^3),Kruskal-Wallis,0.38886768717019665,n.s.,-1387.0524929138805,4094.0223550495525,10,33.56481287441142,255.34994548855772,10,-862.5887020545412,2746.6997886081836,10,0.5105626998414925,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - spine 2 (m/s^3),896.1535149289526,0.30896130786230563,towards_healthy
Mean step jerk X at touchdown - spine 2 std,Levene,0.6308530236360359,n.s.,1568.3020357988894,3682.3903657263836,10,311.79748816497914,259.7884398940991,10,1467.6821985185431,3539.705223719745,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - spine 2 std,1155.884710353564,0.4428142613553226,towards_healthy
Mean step jerk X at touchdown - spine 3 (m/s^3),Kruskal-Wallis,0.7735428650155364,n.s.,-1343.221042557006,3844.989450229767,10,-134.663173896233,175.20451964933514,10,-851.201754440295,2494.6041352543725,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - spine 3 (m/s^3),716.5385805440619,0.2632746344196024,towards_healthy
Mean step jerk X at touchdown - spine 3 std,Levene,0.6208698809326825,n.s.,1492.8168838920242,3541.998165403674,10,320.0159551929869,164.02409166411965,10,1277.605508474733,3316.4942647679786,10,0.9855745903866984,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - spine 3 std,957.589553281746,0.3819274733250194,towards_healthy
Mean step jerk X at touchdown - spine 4 (m/s^3),Kruskal-Wallis,0.6357796577130439,n.s.,-1118.7097166388198,3673.1289362207617,10,-78.25236051700779,215.34016080616277,10,-831.0229577603271,2408.5441557224176,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X at touchdown - spine 4 (m/s^3),752.7705972433195,0.2893319669793806,towards_healthy
Mean step jerk X at touchdown - spine 4 std,Levene,0.585226574589832,n.s.,1452.0327838046146,3519.0299048123875,10,260.1322603650509,151.99945626241697,10,1328.0578939884572,3150.596840902945,10,0.8993200259613611,n.s.,1.0,n.s.,0.992870877096562,n.s.,Mean step jerk X at touchdown - spine 4 std,1067.9256336234062,0.4287738597542883,towards_healthy
Mean step jerk X at touchdown - wrist (m/s^3),Kruskal-Wallis,0.2042547894057069,n.s.,-1372.7434229363234,4270.270880767135,10,-1110.1593193504332,1078.7954108908427,10,-1234.6736611979954,2791.9817680516016,10,0.2523943223094712,n.s.,1.0,n.s.,0.6398350879840674,n.s.,Mean step jerk X at touchdown - wrist (m/s^3),124.51434184756226,0.039980162859130725,towards_healthy
Mean step jerk X at touchdown - wrist std,Levene,0.635765446343457,n.s.,1878.7942988935567,3651.926760328731,10,874.9331913528615,355.4488686126793,10,2162.8453034957843,3553.140166392534,10,1.0,n.s.,1.0,n.s.,0.9763698027109089,n.s.,Mean step jerk X at touchdown - wrist std,719.8101029384677,0.277436384849956,towards_healthy
Mean step jerk X during stance - ankle (m/s^3),ANOVA,0.08301571081973869,n.s.,215.0688949448297,106.6539531093879,10,170.10289820666952,38.37710389929917,10,136.27531158504206,65.60244911818366,10,0.6771250946512473,n.s.,0.18603249324458837,n.s.,0.5289676683237718,n.s.,Mean step jerk X during stance - ankle (m/s^3),-33.82758662162746,-0.4220563927093297,away_from_healthy
Mean step jerk X during stance - ankle std,Levene,0.11494641088860695,n.s.,99.84333452754367,58.05009483457965,10,61.988531589113734,29.4872426189996,10,56.16567350335883,44.11819167900422,10,0.13835183718777752,n.s.,1.0,n.s.,0.5517402848188101,n.s.,Mean step jerk X during stance - ankle std,-5.822858085754902,-0.1264746729700202,away_from_healthy
Mean step jerk X during stance - base (m/s^3),ANOVA,0.7907162486166556,n.s.,9.84058499450468,17.743756629099224,10,13.235125901770232,16.38404038825927,10,14.653636189315751,13.835452635915495,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X during stance - base (m/s^3),-1.4185102875455193,-0.0830634201311275,away_from_healthy
Mean step jerk X during stance - base std,Levene,0.7723610409521727,n.s.,19.23381386452565,13.566448154073175,10,17.8619069873532,12.358112098237672,10,18.777619547556135,11.516584836719565,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X during stance - base std,0.9157125602029339,0.07056779305553103,towards_healthy
Mean step jerk X during stance - elbow (m/s^3),Kruskal-Wallis,0.17315841893721118,n.s.,-52.701376230519955,78.17902216289448,10,-55.998256435253936,29.498218225046635,10,-24.69900394057521,58.42785887344833,10,1.0,n.s.,0.2390111707277262,n.s.,0.4430177632689165,n.s.,Mean step jerk X during stance - elbow (m/s^3),-24.705492085210764,-0.4181338601079473,away_from_healthy
Mean step jerk X during stance - elbow std,Levene,0.7080876995042729,n.s.,62.41873727531531,39.05822306300751,10,39.909766524292344,17.269623327412596,10,41.00166745023027,53.297366226650915,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X during stance - elbow std,1.091900925937928,0.03615858698250296,towards_healthy
Mean step jerk X during stance - head (m/s^3),Kruskal-Wallis,0.41158408766158383,n.s.,28.857278630837527,86.14194179139474,10,0.5046549856173496,27.703354529384658,10,23.047508324414864,106.91685799254006,10,1.0,n.s.,0.5597028576354413,n.s.,1.0,n.s.,Mean step jerk X during stance - head (m/s^3),22.542853338797514,0.3523200456501778,towards_healthy
Mean step jerk X during stance - head std,Levene,0.639046577004416,n.s.,52.040367067740156,86.98091317392927,10,24.181260022965315,28.497364268395696,10,55.091807127940925,128.36852402009,10,0.7840604621625319,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X during stance - head std,24.807666984574073,0.3832979271183869,towards_healthy
Mean step jerk X during stance - hip (m/s^3),Kruskal-Wallis,0.9207371818641179,n.s.,31.756344544594025,24.119396426142114,10,27.30638549500842,18.485861082292633,10,30.380857389951643,33.280216098827474,10,1.0,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X during stance - hip (m/s^3),3.0744718949432226,0.14307823638097722,towards_healthy
Mean step jerk X during stance - hip std,Levene,0.49338579526953585,n.s.,36.037662145839874,28.718009739454324,10,23.717093465571043,10.337994460566055,10,24.31234594204268,36.025537321226224,10,0.24142860910514488,n.s.,1.0,n.s.,1.0,n.s.,Mean step jerk X during stance - hip std,0.5952524764716358,0.02758048413901137,towards_healthy
Mean step jerk X during stance - knee (m/s^3),Kruskal-Wallis,0.1249302121985826,n.s.,174.94452509780155,95.64964368989524,10,121.87664156756757,36.19866793339855,10,107.81423946684724,60.65367429723294,10,0.7279349516343249,n.s.,0.12646035070711634,n.s.,1.0,n.s.,Mean step jerk X during stance - knee (m/s^3),-14.062402100720334,-0.19445777833508632,away_from_healthy
