Feature,Mean Healthy Left B,SD Healthy Left B,Mean Sick Left C,SD Sick Left C,Number of samples in Healthy Left B,Number of samples in Sick Left C,p-value Healthy Left B vs Sick Left C,Significance,Statistical Test,feature,change value,change_effect_size,direction
Mean angle acceleration at stance - spine - head std,72.60401850315108,38.849896180552705,80.8877684503185,52.79350691990792,10,10,0.2814709843208607,n.s.,Levene,Mean angle acceleration at stance - spine - head std,-11.790716657794121,-0.25438960988181747,away_from_healthy
Mean angle acceleration at stance - spine - spine 1 (rad/s^2),-37.61049101715996,106.41059668607387,-99.12930780847614,81.67098110987548,10,10,0.6147971162783152,n.s.,Circular,Mean angle acceleration at stance - spine - spine 1 (rad/s^2),1.9251682863193054,0.02029679713070518,towards_healthy
Mean angle acceleration at stance - spine - spine 1 std,114.89110110716538,65.47741059668111,104.40589989850434,38.870215780532824,10,10,0.7121614134078208,n.s.,Levene,Mean angle acceleration at stance - spine - spine 1 std,-2.4532393433077715,-0.045562640593413875,away_from_healthy
Mean angle acceleration at stance - spine - spine 2 (rad/s^2),69.18591668431421,97.22741223615873,51.05594420819059,85.91733004935031,10,10,0.024955280643295347,*,Circular,Mean angle acceleration at stance - spine - spine 2 (rad/s^2),-29.51435425194621,-0.32169349124979474,away_from_healthy
Mean angle acceleration at stance - spine - spine 2 std,132.2832895516779,87.97501455130036,134.36732582854683,53.48518968170302,10,10,0.1454053040732131,n.s.,Levene,Mean angle acceleration at stance - spine - spine 2 std,-22.039631992057622,-0.3027337909729601,away_from_healthy
Mean angle acceleration at stance - spine - spine 3 (rad/s^2),191.13652753357212,125.20045875391514,171.3055677067551,126.92405223934503,10,10,0.3481531455994039,n.s.,Circular,Mean angle acceleration at stance - spine - spine 3 (rad/s^2),-60.419990825971624,-0.4792757259662364,away_from_healthy
Mean angle acceleration at stance - spine - spine 3 std,170.2573814732915,76.1253123196483,118.72450400611365,51.69739190585036,10,10,0.1797091382879166,n.s.,Levene,Mean angle acceleration at stance - spine - spine 3 std,11.338750081682946,0.17426006526057725,towards_healthy
Mean angle acceleration at stance - spine - spine 4 (rad/s^2),-13.625046346509743,136.66114723074017,20.8338700251592,128.41775308524163,10,10,0.6347533766573092,n.s.,Circular,Mean angle acceleration at stance - spine - spine 4 (rad/s^2),3.800376168232944,0.028659692371532864,towards_healthy
Mean angle acceleration at stance - spine - spine 4 std,123.94109819330609,57.89250412995875,124.0439030350315,65.21864726020462,10,10,0.9439710714652166,n.s.,Levene,Mean angle acceleration at stance - spine - spine 4 std,-25.9114052784371,-0.4201999113667584,away_from_healthy
Mean angle acceleration at stance - tail - base (rad/s^2),52.17225529084724,90.1987312147857,-17.639428456990153,64.22646760172816,10,10,0.025170999402479938,*,Circular,Mean angle acceleration at stance - tail - base (rad/s^2),35.35189381908582,0.4515100149414718,towards_healthy
Mean angle acceleration at stance - tail - base std,99.2764646962227,61.625435322366705,88.01209498228522,53.83580559855809,10,10,0.3861475897674428,n.s.,Levene,Mean angle acceleration at stance - tail - base std,6.184197242501995,0.10687865734851143,towards_healthy
Mean angle acceleration at stance - tail - tail 1 (rad/s^2),-175.10927104261924,527.1526256385494,-102.95735367294981,285.71388205541996,10,10,0.040391640903396545,*,Circular,Mean angle acceleration at stance - tail - tail 1 (rad/s^2),-243.0454700031367,-0.5732441139357695,away_from_healthy
Mean angle acceleration at stance - tail - tail 1 std,382.68315173785436,784.6619658631225,225.16128240113898,186.70440715732292,10,10,0.40350711240228676,n.s.,Levene,Mean angle acceleration at stance - tail - tail 1 std,71.72863120276276,0.1257668606646175,towards_healthy
Mean angle acceleration at stance - tail - tail 2 (rad/s^2),190.33637722268116,522.8918034840764,-66.37533703704806,515.7723011841323,10,10,0.034408352353928945,*,Circular,Mean angle acceleration at stance - tail - tail 2 (rad/s^2),112.34009271585947,0.21631142005651663,towards_healthy
Mean angle acceleration at stance - tail - tail 2 std,489.9326596221966,519.1710013771452,497.83140092589775,375.722601234204,10,10,0.9397246173139835,n.s.,Levene,Mean angle acceleration at stance - tail - tail 2 std,-69.56696147268894,-0.1535155977338414,away_from_healthy
Mean angle acceleration at stance - tail - tail 3 (rad/s^2),-139.6810924901071,1046.8969106799452,-85.401446717918,1011.9621071972839,10,10,0.008326379863803234,**,Circular,Mean angle acceleration at stance - tail - tail 3 (rad/s^2),-49.92560887650414,-0.04849134675440183,away_from_healthy
Mean angle acceleration at stance - tail - tail 3 std,892.1917613184266,841.7332803112691,877.515856964402,692.7972739378359,10,10,0.9549999435292617,n.s.,Levene,Mean angle acceleration at stance - tail - tail 3 std,-391.9166242626639,-0.5084077949563748,away_from_healthy
Mean angle acceleration at stance - tail - tail 4 (rad/s^2),185.35934298784102,535.0087352757397,54.62415970634478,284.02115816294406,10,10,0.39354199551337854,n.s.,Circular,Mean angle acceleration at stance - tail - tail 4 (rad/s^2),-145.7559082979895,-0.3403031039304485,away_from_healthy
Mean angle acceleration at stance - tail - tail 4 std,693.164332119266,555.856019155514,308.5676994479065,254.09445802713932,10,10,0.10357009976313827,n.s.,Levene,Mean angle acceleration at stance - tail - tail 4 std,-7.9867428164021135,-0.018480605403549885,away_from_healthy
Mean angle acceleration at swing - rforelimb - elbow (rad/s^2),-136.73430636508698,142.21078077662798,-119.79951709473235,186.71437144631298,10,10,0.5427485307020603,n.s.,Circular,Mean angle acceleration at swing - rforelimb - elbow (rad/s^2),-21.35553991665708,-0.12867799744000524,away_from_healthy
Mean angle acceleration at swing - rforelimb - elbow std,314.261820073089,177.16272882628004,253.7667748469671,99.46411180890564,10,10,0.25163334918256813,n.s.,Levene,Mean angle acceleration at swing - rforelimb - elbow std,5.422051657559962,0.037740718289777896,towards_healthy
Mean angle acceleration at swing - rforelimb - lForepaw (rad/s^2),32.563835973148784,319.7695943378998,17.14123360039618,196.77931804061316,10,10,0.6821594045627446,n.s.,Circular,Mean angle acceleration at swing - rforelimb - lForepaw (rad/s^2),-31.889700884462147,-0.12011434132316186,away_from_healthy
Mean angle acceleration at swing - rforelimb - lForepaw std,507.16720857595175,548.7141119904144,277.8392885906909,175.55049214801426,10,10,0.2607257770008188,n.s.,Levene,Mean angle acceleration at swing - rforelimb - lForepaw std,-82.96295579661381,-0.20365365910985622,away_from_healthy
Mean angle acceleration at swing - rforelimb - shoulder (rad/s^2),-218.62395303992912,154.97121649747746,-198.06034368026488,189.25543336423306,10,10,0.04762583723094256,*,Circular,Mean angle acceleration at swing - rforelimb - shoulder (rad/s^2),-35.28207538486009,-0.2039840463578414,away_from_healthy
Mean angle acceleration at swing - rforelimb - shoulder std,299.6145708749277,155.22682638685913,185.68870679384563,107.84113441734367,10,10,0.4238443604946627,n.s.,Levene,Mean angle acceleration at swing - rforelimb - shoulder std,-0.01387453107426495,-0.00010381179955804805,away_from_healthy
Mean angle acceleration at swing - rforelimb - wrist (rad/s^2),-117.24098245707883,632.0615183753146,-136.44575022708688,214.6077701574941,10,10,0.09901846584822233,n.s.,Circular,Mean angle acceleration at swing - rforelimb - wrist (rad/s^2),1.0355194267926322,0.0021939210749315845,towards_healthy
Mean angle acceleration at swing - rforelimb - wrist std,693.5673352051726,545.2501839725618,511.38736149372596,260.5512948892497,10,10,0.07881488878390824,n.s.,Levene,Mean angle acceleration at swing - rforelimb - wrist std,-214.85343620917934,-0.5028066243720474,away_from_healthy
Mean angle acceleration at swing - rhindlimb - ankle (rad/s^2),-1150.8102354148825,378.35560941254937,-1074.6791246726866,538.2917470531,10,10,0.2528582266508128,n.s.,Circular,Mean angle acceleration at swing - rhindlimb - ankle (rad/s^2),-90.85516057831603,-0.1952833882008413,away_from_healthy
Mean angle acceleration at swing - rhindlimb - ankle std,628.8878167862658,453.1368883805086,421.8631385967823,288.41233633755223,10,10,0.7761001213756831,n.s.,Levene,Mean angle acceleration at swing - rhindlimb - ankle std,-30.187382016311176,-0.07947974483607012,away_from_healthy
Mean angle acceleration at swing - rhindlimb - hip (rad/s^2),356.0569569220699,228.3633648864877,224.96582174517684,127.67881120666955,10,10,0.2929973602034244,n.s.,Circular,Mean angle acceleration at swing - rhindlimb - hip (rad/s^2),7.337455976276857,0.03966143016856362,towards_healthy
Mean angle acceleration at swing - rhindlimb - hip std,224.24881435712865,73.15832140731096,144.44292647301717,76.22073603728592,10,10,0.753044748302926,n.s.,Levene,Mean angle acceleration at swing - rhindlimb - hip std,-16.837497087893908,-0.22538580948498407,away_from_healthy
Mean angle acceleration at swing - rhindlimb - knee (rad/s^2),-405.76418019528427,244.37275207582397,-511.58994151392034,197.719945652636,10,10,0.26923927657568275,n.s.,Circular,Mean angle acceleration at swing - rhindlimb - knee (rad/s^2),72.613252641494,0.3266839217949507,towards_healthy
Mean angle acceleration at swing - rhindlimb - knee std,317.0528487694902,112.08782038583942,213.80139698121843,107.94501108652153,10,10,0.8320978834869984,n.s.,Levene,Mean angle acceleration at swing - rhindlimb - knee std,8.015382454517606,0.072843330300511,towards_healthy
Mean angle acceleration at swing - rhindlimb - lHindfingers (rad/s^2),-207.34183747961077,638.8121376334951,-692.7900589809739,736.2403248852937,10,10,0.3322934647100535,n.s.,Circular,Mean angle acceleration at swing - rhindlimb - lHindfingers (rad/s^2),318.003041696953,0.4613755563979076,towards_healthy
Mean angle acceleration at swing - rhindlimb - lHindfingers std,660.0787440359055,384.3414561225016,516.498391115022,225.88757411931184,10,10,0.11120767356710991,n.s.,Levene,Mean angle acceleration at swing - rhindlimb - lHindfingers std,22.719351277471105,0.07207163951435211,towards_healthy
Mean angle acceleration at swing - rhindlimb - lHindpaw (rad/s^2),1061.7168955714828,691.8706406806215,1287.1853355924047,369.0941083312837,10,10,0.46287315699518594,n.s.,Circular,Mean angle acceleration at swing - rhindlimb - lHindpaw (rad/s^2),-43.66988783093052,-0.07875703791382405,away_from_healthy
Mean angle acceleration at swing - rhindlimb - lHindpaw std,849.7612343890316,344.0218016070483,400.6408184006474,223.17485849469645,10,10,0.5034417650185613,n.s.,Levene,Mean angle acceleration at swing - rhindlimb - lHindpaw std,93.54942099703885,0.3226244762236611,towards_healthy
Mean angle acceleration at swing - spine - base (rad/s^2),-46.882886087654185,85.72495499246153,-81.44364735989184,83.64032475483509,10,10,0.2279536593938471,n.s.,Circular,Mean angle acceleration at swing - spine - base (rad/s^2),8.257496305346468,0.09750370191797023,towards_healthy
Mean angle acceleration at swing - spine - base std,144.37039165600987,63.25048091191052,74.82886320720147,42.36188330785125,10,10,0.08062964538698197,n.s.,Levene,Mean angle acceleration at swing - spine - base std,-6.847938085552613,-0.12721619116175,away_from_healthy
Mean angle acceleration at swing - spine - head (rad/s^2),-16.650488215560863,71.54784270717288,-8.22489117511268,45.950587344358304,10,10,0.563111728923412,n.s.,Circular,Mean angle acceleration at swing - spine - head (rad/s^2),-13.073771296724919,-0.21743537725729034,away_from_healthy
Mean angle acceleration at swing - spine - head std,72.89823714119446,34.03174676650861,63.64749245082091,26.50272287594152,10,10,0.3150576869928204,n.s.,Levene,Mean angle acceleration at swing - spine - head std,-20.282171108244384,-0.6649795471310456,away_from_healthy
Mean angle acceleration at swing - spine - spine 1 (rad/s^2),-49.3288730695884,62.89868056966712,-57.44072717548595,80.89852342829248,10,10,0.5602327971213447,n.s.,Circular,Mean angle acceleration at swing - spine - spine 1 (rad/s^2),-33.8322071232061,-0.46691069596315216,away_from_healthy
Mean angle acceleration at swing - spine - spine 1 std,111.96774382829115,58.77260060851033,127.46965982412094,56.937409662535934,10,10,0.9502773342515717,n.s.,Levene,Mean angle acceleration at swing - spine - spine 1 std,6.989114903507101,0.12078878922309794,towards_healthy
Mean angle acceleration at swing - spine - spine 2 (rad/s^2),10.595112859550127,103.82290535166179,5.588748500521363,74.63872587528434,10,10,0.1067985689022591,n.s.,Circular,Mean angle acceleration at swing - spine - spine 2 (rad/s^2),-33.58091068435385,-0.37140418665253866,away_from_healthy
Mean angle acceleration at swing - spine - spine 2 std,125.57627975789539,70.9933466650215,107.49248578768177,63.20671910026012,10,10,0.9951712694339226,n.s.,Levene,Mean angle acceleration at swing - spine - spine 2 std,-22.367554332925494,-0.3327866874776609,away_from_healthy
Mean angle acceleration at swing - spine - spine 3 (rad/s^2),77.03665543683624,75.67652032978951,50.78790770858076,119.84950140837621,10,10,0.7019760312784832,n.s.,Circular,Mean angle acceleration at swing - spine - spine 3 (rad/s^2),-18.405000261147052,-0.18363344939130935,away_from_healthy
Mean angle acceleration at swing - spine - spine 3 std,131.81557629937012,45.18534317666778,110.29232967617654,62.6209655562031,10,10,0.3912590508631528,n.s.,Levene,Mean angle acceleration at swing - spine - spine 3 std,-6.428750764826333,-0.1177349815355514,away_from_healthy
Mean angle acceleration at swing - spine - spine 4 (rad/s^2),-28.41433266158806,104.45845208343523,63.51768991889645,113.47787605665184,10,10,0.08790384265172771,n.s.,Circular,Mean angle acceleration at swing - spine - spine 4 (rad/s^2),60.99189370379587,0.5592434154171123,towards_healthy
Mean angle acceleration at swing - spine - spine 4 std,127.54119690833404,53.62417013452734,143.54724490124227,79.7901685286732,10,10,0.4172236585694199,n.s.,Levene,Mean angle acceleration at swing - spine - spine 4 std,6.049337675148081,0.0889896117355569,towards_healthy
Mean angle acceleration at swing - tail - base (rad/s^2),10.392076724560198,61.700388971307326,9.890499509296562,64.45831342667329,10,10,0.5851386418873854,n.s.,Circular,Mean angle acceleration at swing - tail - base (rad/s^2),-5.001429460374727,-0.07926896393886033,away_from_healthy
Mean angle acceleration at swing - tail - base std,81.98504566582059,23.072577161070395,113.59941924775922,44.26089019222133,10,10,0.12334857167915957,n.s.,Levene,Mean angle acceleration at swing - tail - base std,30.762075105159084,0.87158850069819,towards_healthy
Mean angle acceleration at swing - tail - tail 1 (rad/s^2),19.249041776309355,94.94750138912018,-28.80197697133724,87.32718004694375,10,10,0.7799825755117094,n.s.,Circular,Mean angle acceleration at swing - tail - tail 1 (rad/s^2),45.57572819129276,0.4996409939255279,towards_healthy
Mean angle acceleration at swing - tail - tail 1 std,132.2808749420049,33.35505533496978,123.52648999361944,75.18699471905273,10,10,0.05265731108672384,n.s.,Levene,Mean angle acceleration at swing - tail - tail 1 std,4.0898907722707065,0.07031891156761941,towards_healthy
Mean angle acceleration at swing - tail - tail 2 (rad/s^2),10.548638886583747,124.14477418274257,62.35682336165421,67.9598055583245,10,10,0.5145633686780529,n.s.,Circular,Mean angle acceleration at swing - tail - tail 2 (rad/s^2),40.34362199197678,0.4031293524196001,towards_healthy
Mean angle acceleration at swing - tail - tail 2 std,171.29431119891044,73.15368530926715,141.37356978335828,71.60135802165483,10,10,0.9211223873046197,n.s.,Levene,Mean angle acceleration at swing - tail - tail 2 std,-18.425918309381686,-0.25456603767610325,away_from_healthy
Mean angle acceleration at swing - tail - tail 3 (rad/s^2),-12.923865029937861,349.83730219195996,-26.823598166719268,91.76518905870911,10,10,0.08647752927822301,n.s.,Circular,Mean angle acceleration at swing - tail - tail 3 (rad/s^2),13.294562617182523,0.05198446503240947,towards_healthy
Mean angle acceleration at swing - tail - tail 3 std,330.09978020423875,458.94715059226877,176.36095185919604,90.06938739419803,10,10,0.23741950214667146,n.s.,Levene,Mean angle acceleration at swing - tail - tail 3 std,-10.262173650106888,-0.031030252384529007,away_from_healthy
Mean angle acceleration at swing - tail - tail 4 (rad/s^2),41.1307347704559,380.5036388813427,-1.4948188588524214,127.65752699874362,10,10,0.6193091416604204,n.s.,Circular,Mean angle acceleration at swing - tail - tail 4 (rad/s^2),-7.722914792379974,-0.027212983227713046,away_from_healthy
